Address,Score,Allocation
0x00000000cc0b822819f03424dacf9077fdaa58a3,0.0000014496,1.0
0x000a1efcb426c493c2d99880ef77c3855a312673,0.0000041335,2.8515657026889905
0x00267b66d3e188f62cd3d0e7e1c16c3e17fc9518,0.0000011182,0.771445459157788
0x00284d2e4b7201f070f7d02bf6c899be33b0aa56,0.0000054138,3.7348229325215625
0x005d8431c17d7706c8262ccf4d558e4e05ec3778,0.0001456894,100.50666666666667
0x005f16f017aa933bb41965b52848ceb8ee48b171,0.0000004234,0.2921247239874625
0x00645dd21310882cc32399abcb54e0a05b3b5d1d,0.0000333052,22.976217941264125
0x00670bf160f03492ab83030617e333f039d8e52e,0.0002310422,159.38888763378597
0x006d0f31a00e1f9c017ab039e9d0ba699433a28c,0.0000020584,1.4199931894130313
0x007de57773b6eb4ebbf6a740dfde1efdd5629630,0.0000016520,1.139675789323531
0x00a4b7fae16cd0169902bc4e3ac7dacbcf685dcd,0.0000001692,0.11670755839255871
0x00b32916575fcb38675309dbf122bb671fb60497,0.0081617548,5630.543475558511
0x00eeea10bd8c5b98b232231c8dfd8bff407e318e,0.0000001475,0.10176668572114096
0x00f3f35c6229d2d1373161465985f63bfd4e096e,0.0000013627,0.9400786402841197
0x012e0032d5194d647be87e1f1d4886c5e4364b47,0.0000002996,0.20669147915366518
0x0135518b5a6f8292165c4b4fc8ecc975695f4d38,0.0000289040,19.94
0x0152253f84de829a51cf23c32751775705cd4138,0.0000314457,21.69341236832547
0x0167767e7ffabd6e9fe1f958535bf296622d4b21,0.0000031941,2.203537300152793
0x017cf4a6fd34da13f454685afaa073760efc9645,0.0000070456,4.860556033874713
0x017f0b9bb369fc81cec03bc21dfce163eb8ec539,0.0000057982,4.0
0x01a32cac098b19bc86027721fd7f3c51e2642e52,0.0000002547,0.17568205534336448
0x01b0f3f0d254b8f46c73d3063b54db642cd9e44d,0.0000269066,18.562039573820396
0x01ceff54bf3f44ba8be84d1c1c6243ab37aecf8d,0.0000505216,34.85328775127762
0x01e6fd0ae73d9194b19f9b376065577927a0d5f5,0.0000002402,0.16573412998543277
0x01e9e7d4e589cfdf2853178a2cbf666fd3708a60,0.0000014930,1.030005639520722
0x0207b4732e347a9214e0c1cc4f3c86e4b416126e,0.0000000358,0.024723584741016696
0x021d294aff0bd7925daf78fa68a096a1e0e110ce,0.0000001464,0.101
0x028dcef0bcbd1590f54f9d44ca08150af2f7fa53,0.0000001884,0.13
0x0297196d753045df822c67d23f9ab10c7128b102,0.0000029915,2.0637727042110603
0x02c85680a4f9c5f5318adc782ad65dfabcab592b,0.0000002806,0.19354936827426697
0x02fb169416cfc63bae584690dbb64f4e9d8d0c52,0.0000001595,0.11
0x030539e7a6742690f7e2257c98072ab31be60411,0.0001198187,82.65921765601217
0x0337dcbc6f5f2c2ca665fdd487f7d8f23c305b08,0.0000094946,6.55
0x034e1f7a66b582b68e511b325ed0ccb71bb4bc12,0.0000014496,1.0
0x035663b7f36ee7dc556fe6a67bc134fc68a05692,0.0000014496,1.0
0x037dfd569defbc08ae28001159b4c49f6d006cff,0.0000016385,1.1303235470345978
0x03bda7073e23844810853331723d3b67a36c7458,0.0000000014,0.001
0x03ebbfcc5401beef5b4a06c3bfdd26a75cb09a84,0.0000057982,4.0
0x03ff7f8d129cae6e43903b5d2506ee5449cc7bb6,0.0004640998,320.1682014205987
0x04081f2e8c1e88dcf609768de34382d238e7b22e,0.0000000014,0.001
0x040ec70b5f62ea9bac27a6947fcc5f77ded4a343,0.0000011444,0.7895068493150685
0x045aa3b8068d1b2e436cb0fd2410d6d3b7c0775f,0.0000001949,0.13443516256470767
0x045bfe08bf366b3fd3fb1abf3ed1691ab1381e63,0.0000144955,10.0
0x0469027ccb174b66a02a637ac67e3d22fcf65446,0.0000001457,0.10049692871933738
0x046fb65722e7b2455012bfebf6177f1d2e9738d9,0.0000053197,3.6698914256722475
0x04823fabfa7f0fa5bd84ea284701337ecd8af395,0.0001583415,109.23489907343112
0x04864697b35726679f5232c366b0943894b8adfb,0.0000002500,0.1724723818706707
0x04886c1ec60f9c6b319c0d3dd31c988edddc7702,0.0000000084,0.005791706638272885
0x0494f503912c101bfd76b88e4f5d8a33de284d1a,0.0000009516,0.6564482791264172
0x04a7f2ae478c056338ebd4e165a93028027265fe,0.0000018930,1.3059036022323693
0x04bb3485209a72b81467711eb0b4ca6f5767280d,0.0000014145,0.9758045449925649
0x04c489a929c9e40f2a6c592adaeec098ce40afef,0.0000037795,2.607364789446981
0x04d63662227e4742236a46399d005f988e0883cf,0.0000014496,1.0
0x04f004eb2431e8f79fe0c671c807ecb2f5cc71ff,0.0000002174,0.15
0x04f1a29429439269d10cd7b3f94fcf23a152d077,0.0000132447,9.137133434804667
0x050334d0e0fbb74a8b4e847a885178ac39059507,0.0000001897,0.130887799166203
0x050ac21c63ee3edddbe27bdaa7a87b0c9f5fd75b,0.0000028991,2.0
0x05189eb2e93a62719509085194e159a1ef0b0a0e,0.0000008437,0.5820733896952178
0x0539b938a5d9fba8826498d960117d51fb0a2006,0.0000050429,3.478952815829528
0x053e1be1151630ef9a54e0bcb7f5ccd1503d5725,0.0000028456,1.9630908168442416
0x0550bed1c94afbd468aa739852632d7e9b4c2f86,0.0000038872,2.681681887366819
0x055d65e7213c9c2fadad2d2efba9ef4c8ad9f970,0.0000055747,3.845812278031456
0x0589195d2e4810ed4031bf90a7fe81d78a5fe65e,0.0000057982,4.0
0x058b4c448885d5e0ce438f95db4bc4b48d7268b1,0.0000275235,18.987601069766946
0x05903affd45da43a14f9a9421605e0e7a4fe2e21,0.0000000616,0.0425
0x059f5578b999e55ba9db7956b7eaad57448e5f00,0.0000332143,22.913525621511923
0x05a8810bf69a6d9496497a364f1e21e855187f95,0.0000004102,0.28301158740400023
0x05f1f8c8d2212a6ee51d0ab8bd53558b0db9eef9,0.0000001454,0.10030641262727526
0x05f48d095932463e6fc4cf2c83e9dedec9dbd398,0.0000000879,0.060619087040067535
0x05f4f690f1450daae8892f76a8653004773e545c,0.0000014632,1.0093852208140246
0x0614e07756390441cb246c886917487840e74f7d,0.0000000003,0.00022307428775886825
0x063f32f4d297cdf0846247a0eb93c3cf7873fe5b,0.0000002824,0.1948269913749366
0x06459321bcff49744c0861200c39ff59bf570de9,0.0000034312,2.3670908168442417
0x064e9ea8eeb3ea9a0e68b397db271fb7ac525e33,0.0000001464,0.101
0x0663b16aff16eb07ac658018c24884bbc1545688,0.0000043908,3.0290901659733906
0x06b44aa25a2f7ab692086772fdd1d3adbdb4d0e0,0.0000035634,2.4582988999689115
0x06c10c06cfa0210d61accaf8b0edbd351f659a8c,0.0000304406,21.0
0x06cd9bcad372de239c56dddb235ec2dfde745177,0.0000000295,0.020363185687799486
0x06d4b89475a53111e8939b1ae8af7e14804a5186,0.0000017731,1.2232270835779895
0x06f65d4a643940d104eb608bf47b64ace9e4b60c,0.0000041254,2.845985505593469
0x072d63796c4fe69b306a23e1d01156d51f7b3e16,0.0000002253,0.15540182648401826
0x07358f47433328134f8fc95bc2db5b2b1c9c7f9c,0.0000014496,1.0
0x0752764d76753b0f832d93a7974dbeb1c98d2670,0.0000026895,1.85542812265642
0x0781858ee1271fa6afd66edbc7df310b8938add5,0.0000015353,1.0591322967597132
0x078219b1128ce545555a71088a4bcf3fd8ab39c3,0.0000000085,0.00589821560251794
0x07889defeb525f614a0293ca49036f7950f6dbac,0.0000000423,0.029212270163705232
0x07cf7b53f524783858f2739737730d513643f909,0.0000004145,0.2859222322707731
0x07e9aa40272429a4e2ee072208fdeb76407249a2,0.0000294663,20.327884584226577
0x07f0e22e58f1dfdf754a57aa99104d417a13089e,0.0000296171,20.43189446923061
0x07ffb4afe923aa7a1d9d79cc84421ba0721dd31b,0.0000000450,0.031023895888523462
0x083112c4bd4ea322141f585f467194ce9deb2146,0.0000458546,31.63369051243024
0x0832cf8686c869866b58b1094d75603f0b4bb973,0.0000002221,0.15319095360071328
0x088f0549bc416afc9307638c41da5fd0f0ea415e,0.0000013247,0.9138985286656519
0x088f3d32e5cbcb9c1c256f864423db7862085b12,0.0000001190,0.0820705493150849
0x08a2b46663ebda74bc1d0f08c47db932f8ed6b86,0.0000023129,1.5955738203957381
0x08a6198f89a7687ba99bc7c8d01d39581170fedf,0.0000401898,27.725687468290207
0x08b09435f88fec81851b5192ef520cdf2e83a385,0.0001849252,127.5742120351686
0x08ddccb42e5ee1211ae18841359bcd679eaa63ec,0.0000057982,4.0
0x08fe2d1e7656c986cef13e8cba9290289050491f,0.0000000174,0.011978717214459957
0x090476500ca188fd2ada370bb1b4e020f86e8eaf,0.0000008029,0.5538741346746967
0x090524cadceb0da032e5a32bbd72e696e549552c,0.0000003464,0.23896869877459764
0x0930a3c829a7d1a76e85a7ab7366908a0a20829d,0.0000023760,1.6391628741003033
0x0933224031032e4f79ae95b34c84716a103e348d,0.0000036176,2.4956448503297817
0x094b91804f0828205a7409329b4e1b4033a4d441,0.0000051408,3.546492135971588
0x098091becc290848a31e79982ab6e5a393dbfa69,0.0000014496,1.0
0x0981b97b9992040801ab0c115d7805ef12e8f564,0.0000002658,0.1833630865541935
0x099c50bee65eecdcd209c38f1207fc334ea5eab1,0.0000001048,0.07229807329034159
0x09f7c216d9b33d2c706dc6b66d8225a62c8c9694,0.0000144955,10.0
0x09fa38eba245bb68354b8950fa2fe71f02863393,0.0000000140,0.009672347771004713
0x0a194309f57b4ead86dae77cca09a210b61495d2,0.0000144955,10.0
0x0a256324b1d9fb59d4c490d93c8d5555f2fe4c7a,0.0000000021,0.0014505495440830683
0x0a28f530202fb53baa84c1e6c5109098ec59617e,0.0005798200,400.0
0x0a42ebfff50d7205c123529bd33191eabf4eee9d,0.0000028991,2.0
0x0a49de8e4f369c82b5315a40ad0ac67d529a895f,0.0000003769,0.26
0x0a4de625aa7624dd72cb09a41a6e52fce1993310,0.0000014510,1.001
0x0a5abc4eef196994abb9cd34fa8fe9229ce53e4f,0.0000046244,3.1902283069805515
0x0a81bf95a141078dbe504df46e6388804ce597cd,0.0000001450,0.1
0x0a8f3d9364ffd3478ec107472286e13a34a9d0fb,0.0000022892,1.579215119228818
0x0aa2516acb0218703eec7f197276e80b3da25c82,0.0000000014,0.0009426944510551934
0x0ad9fbf7aa4c95133dbef42f4cc347c001a6e678,0.0000002186,0.1508009992332829
0x0ae6395e62c85b7b5d08c5e7918b60c1eac66680,0.0000021820,1.505294774226281
0x0ae81b5b6722c7898a2bf65acf4665814080a681,0.0000014496,1.0
0x0aeaa55e87525efcb18e8b2c0e41e0153c0e3516,0.0000000145,0.01
0x0af2106905dbf02a0b34c5e0922bb483711987f2,0.0000043980,3.0340416032470827
0x0af255b1731965dc66dbbe6c9d35d12e5e72a369,0.0000002774,0.19138326301061942
0x0b124693975b961ee73dbfd30c0cc4d2db72e666,0.0000007287,0.5027050378053799
0x0b21b5b70a6ee2fc53228363883de6419cef1254,0.0000007085,0.48878234398782344
