address,avg_validators
0x5112d584a1c72fc250176b57aeba5ffbbb287d8f,19201.000000000000
0x60c0a957542b6236b292d6d53a1d7ec0a9c746e9,4099.0000000000000000
0x0c36ac8863d0352436a70addbf1be34f3ea11017,4070.3622247590055809
0x43fd1f07da06b51097a697d4e3c7d369e2e3fd60,3548.0000000000000000
0x4354a28c70e33032619df646b6dd0d39d0c75916,3045.0000000000000000
0xc4485b4f6699661844c6e54cae7513a6d25575aa,2902.3851588026382547
0x4a0d43439bab76164737f48af22f4e2bbc7477aa,2300.0000000000000000
0xb576aaa09d7b24ef6c192600881cc7cbb77ef564,1792.0000000000000000
0x4373380e0c97f61658d763fd2c322d19844f49b4,1024.0000000000000000
0x41eaa7c23e6b443fb85ed1c6009c52503b139017,1024.0000000000000000
0xdc38c6fa12cf847dc11eb5e067e24f2183497469,1024.0000000000000000
00 credentials,995.9837280568239472
0x91c35c71387691a516f4289066be51cc56f839f6,994.8535104008117707
0xd4f42a7ce74947db59678324fd3b05ac47063d1d,956.5088366311516996
0x0dfae56dbe607fe1df018b1c5da8d049bc590d06,828.0000000000000000
0x87f8909bed6e7cc29fbfb512ccadcef93478ba39,768.0000000000000000
0x9246f4c0acdd2556c2cb8005cbf36572a88ca444,693.2527904616945713
0x56cf0ff00fd6cfb23ce964c6338b228b0fa76640,688.5307087772704211
0x91d8116fa60516cf25e258ef14deaacaf7a74127,683.0000000000000000
0xea3cc3c3f5a80e7e1bf7bad22a76a3997abd6fa2,671.5342313546423135
0x34af3eb6ecf6cdc65e6581560215b7add7e1a7c8,649.2185454084221208
0x365bd827c68d5de0e2bfa5871dc0ecaaf074d5ab,600.0000000000000000
0xefbbfb08115b0f6a2825a9a186baa5777f5d2494,579.0327513952308473
0x58f84209e351987649d2c1cf642ffd0741e94b97,502.8015504819888382
0x84fc653a05c2dc1ab29b93d49e78498d5650f05b,457.3149396245560629
0x3b33e333b2cb692bc98ac655ba92a592cd42d755,454.2332090309487570
0x0a28f530202fb53baa84c1e6c5109098ec59617e,400.0000000000000000
0xd99e7c6490b27ebc155e2025ea27f77029b6ed15,335.7491542364282090
0x03ff7f8d129cae6e43903b5d2506ee5449cc7bb6,320.1682014205986809
0x4d0900710f5f5b75d16e5fe090036f4a037f4212,317.5213069507864028
0x42f0e3da18c2181e57407a56648ffe98c2e82917,314.2317503805175038
0xcba12315cc838375f0e1e9a9f5b2afe0196b07b6,300.0000000000000000
0xb8adfee40e1defbb8314d3fec3c622be2f624901,260.0000000000000000
0xb345fdcec79e27a2f2c2c59785505e50fa593ec0,256.0000000000000000
0xd8ea028a3f9512f22f474e1936512fc783b9b591,256.0000000000000000
0xf22c61882216d92d4609b5945b5063c596e619f3,253.9943683409436834
0xb5487a8697c16624d4897083472306cda2f32461,250.0000000000000000
0x67228c5fa8203d8981b1e166e689ae3fd9cd4b4a,249.9439249112125824
0x603833eb2f2b0aa841469b76c0d5a5242eda60b3,244.4411978691019787
0x3868fa46104780357ceb84e706fdd31ab2d7caf9,244.0167295788939625
0xe000da5284e1c6c82379ec473d386f3722c47e7c,220.0000000000000000
0xe4d9ef3f930d1b172b2d3c631e4b7f5c15fe8e53,219.7959614408929477
0xef0391ccbebf15fc84334d9630255093754cdaab,218.8897067478437341
0xeea12b7ce74e23e30d6246c919921ef170f4f7da,218.0000000000000000
0x9d4f2cf95dc9b35eece8998bf6f519a4ba9be5e8,216.0000000000000000
0xf8a5a74066a16ab59a893a116bf12debf0731c69,206.2708594622019280
0xd4005e47501f6938006cd6ea7ce22cff9ef67a70,205.0000000000000000
0x7f01d9b227593e033bf8d6fc86e634d27aa85568,204.0000000000000000
0xc93d945d45be21ae3040fca4ab8262576b032ef5,180.0000000000000000
0x80af844a4621f60f3dc4732f4023495b09741897,170.9568828006088280
0x34bf8dcb3ed8cf8aab57b1d8330cab8ba5246708,166.0000000000000000
0xfdcea8351ed035bd11e338b061dbcff4634800e3,138.2421451040081177
0xc30682cf6461208f1d002b28f585546321a77526,134.0000000000000000
0x298f8b77639ddaaa5a21cdea9d4062e78033f2e7,133.1733800101471334
0x66c43253b98c325b1bfc9c478e4667d6188286b1,131.1473668188736682
0xc9a1133f8ee6c7ee9478b696c26a46c446253c9f,130.7070877727042111
0x5756757ed0a55cb181388e91389739500a37df79,128.0000000000000000
0x62a6c60de7ecec9fd12cbd01a51a61530a41de91,128.0000000000000000
0x45f9675804904a6d8116354bd9ba74cdbdbc88ca,128.0000000000000000
0xe618050f1adb1f6bb7d03a3484346ac42f3e71ee,127.0336864535768645
0x955c4418141d47c376595008735891760368caf6,127.0000000000000000
0x5e7f8a81edece816f72d4d110882530cd82a2d2a,126.9114875697615424
0x78e87757861185ec5e8c0ef6bf0c69fa7832df6c,121.4467843734145104
0x6eaa11eec98c663ba096593cc779217a7e20665a,120.0000000000000000
0x403d6286841ef002d0b4b2ac731f331b0c1cc7f1,116.7741095890410959
0xff1096d83e15c2ce04db158cc431361f25f69bc1,115.3094901065449011
0xc74a73576f9ca7c88c905edcc5f0f5f339d52380,106.9997265347539320
0x90e2366eef76d240e2825ea55ac781de91011195,100.9155154743784881
0xd56ae1d33628ebe94606a24e7c4f72909e611196,100.0000000000000000
0x75ce9d9c53f08b96d88f8fd6494d0b664be16878,100.0000000000000000
0x915e73d969a1e8b718d225b929daf96e963e56de,100.0000000000000000
0x7a7514f3ee5dcb9a44892303e2691a78cc5cb2ed,100.0000000000000000
0x53b5d09eff9f96e01bc17fc33a38ddbdd5af1d6b,95.7273718924403856
0x756e9a772f87cc1b3c56e0b88f941bb3aef0a81a,92.0000000000000000
0x87138ead456276321663c8cb0b7a5c4ca1278850,90.0000000000000000
0xe833f1b7ce2f5e68011cbefddafb767dd1d2a75b,89.8799294774226281
0x9ed7e39dbbd0ef70bec60da0f44b7d09133268e9,89.3223541349568747
0x4e8751529e0f43ec3a05eef4a40de0824d1cf7d5,87.6095585996955860
0xc1f983c686733bc41213e0b75b277ef9e0c5539e,83.8083348554033486
0x030539e7a6742690f7e2257c98072ab31be60411,82.6592176560121766
0x0bccc707db5dff937316833af020adca75932e27,80.0000000000000000
0x250ef797e6dbda0ab93dbc67315d49da7798b937,75.4239594114662608
0xb4522eb2ca49963de9c3dc69023cbe6d53489c98,71.0762506341958397
0xae74c11eb5633d2e2c404625e3fb557c7dacf4aa,68.3337595129375951
0x5c866c6ae5187130c234bc474a9fd55e3ea0ac5d,67.0000000000000000
0x3b4daa9fbd96445faff116164ff634c976f3ad58,66.9284043632673770
0x9a97dbc9baa91707b5bde45c810536c17b8ceb15,63.2527767630644343
0xc44caeb7f0724a156806664d2361fd6f32a2d2c8,60.0000000000000000
0x6133a0749fec7a7ff299e3aa2b75cf7339b3e717,60.0000000000000000
0x2b5e8ec8aefccf7594907aa98a53ff87aab13943,59.8321867072552004
0x86da253817dc599059e3ad5a1f098f7b96abf34c,59.0000000000000000
0xb9684cfb36a979e21008e7d8dce367df201e4642,58.8824911212582445
0x4b3e650687fe68c8326b3c8d58697e2ab20e324a,58.5329857940131913
0xf6da275e9ce35745a9f68eba39815b0b88aae1e0,57.8359863013698630
0xbc40a2da123edbb5d7358d162928f9a7d4999e99,55.9031141552511416
0x25a34b7f2533761a0eea417d4613b54861278e79,54.4124870624048706
0x4193e4ca2241d4d16356a94da537e3c3a600678c,53.9523977676306443
0x93066a9f747e8cf13e5d9100455a7119e100e642,52.0949528158295282
0xcbcdca647cfda9283992193604f8718a910b42fc,49.3123490613901573
0xb460336e8850ba79c56cfa6e47de2fcd3d2d3d63,49.1357382039573820
0x7a96b057750ca3b0a1f4f4b0b146a53f3b8e69d3,47.3794277016742770
0x2205939efba2e9c29af24e7bfedab6764523144a,45.0000000000000000
0x8255eb729cc7b472ddae4cfcf4b68d700e3e5cde,45.0000000000000000
0x57e18a5f61c2086c9b946c92a23590acd44e7776,44.0096377473363775
0xcc140877e0dd328415f65c8c4d9391fbd98e0fcc,44.0000000000000000
0xf23fd62e9566262a009851d0c0e70b3280e2ead7,43.3003460172501268
0x87b902c02b98a67a62af1d1a42f06f3f2d594ab7,42.9979401319127347
0x79330aab8c32e616b4b9b177eeb72264c611118a,42.2563434804667681
0xc6cda6a69ddc8200da1140546df8e830f5e7827e,42.1925215626585490
0x13d89b34bd57f483f4023ca147d1f093436cf4f4,42.0000000000000000
0x5b542656634f5b781e93c4f147ae0f01bb58cd50,41.5264682902080162
0x6a1f4b47f9496114b538ba4d208bb10b8d3f86a2,40.3093937087772704
0x65c02c7d1d8106995ebdda2ba469e3eb3ef69fdb,39.8906529680365297
0xadcda97c0c1f421c289cc459fbb19a4511e46ad6,39.5432897006595637
0xc3f500b984e689b8e78917caa203e679ea58e4f8,38.4664764079147641
0x7a8e55282fbe37facf47f2cd69d2adc65a8651b1,38.3236007102993404
0x0f6f8fbc085e7fe1004d93cedaf3a188ef0af698,35.8414119736174531
0xc1d71e55d205960a177adad094e38d3d7f25f9ce,34.9322252663622527
0x9a517b5d1fea6e42d50e711fa212fa8121c1f939,34.1453155758498224
0x3f939ea047178f56f59775400488dac03d36fe2c,32.6812836123795028
0xc53b2833348c889c174e9f028c2ed22a3702add2,32.4615981735159817
0x2ad7f82d4266d47e875ae2b06322f2e008cbf5c6,32.0000000000000000
0xa999a1d1d478c98126e1a3ef711a948707306712,32.0000000000000000
0xb996f5f0be1dc903d39f0256df7a47d59edd5e2f,31.7909046169457128
0x083112c4bd4ea322141f585f467194ce9deb2146,31.6336905124302385
0x34fcf89df13e3ccc5cc0fb8ad51d0a4b4c61aeba,30.2428807711821410
0x5e2d13f888d95d2caaa6598236b1388621757289,29.9967478437341451
0xbcb0dadeeb62f0a814b9fe2425e1315398eb66e6,29.9421547437848808
0x723ad5c2ac93a70249b0229faa10feb94796e911,28.9032496194824962
