user,avg_balance
0x61fde6848477c24d36fa2f2d6259202b22670ed2,0.5552992161430249
0x090476500ca188fd2ada370bb1b4e020f86e8eaf,0.5538741346746967
0x880c4f74c3d4c39d75f8e2ad958f40671416bf66,0.522041792423376
0x3f18fd736b601bfaa84951e8430776094ffd1366,0.5163883406751062
0xd145860c3cad12aeec9d8021d36b48d7fad09454,0.5140196884477013
0x0b124693975b961ee73dbfd30c0cc4d2db72e666,0.5027050378053799
0x92ea5536b1de385175d67bb6024a98e48edb8aae,0.49833641735097156
0xfa4dfbe7b012b1d92fdd5544f30518bb58bd41ce,0.49520809763180945
0xd5c252c150e28774a63653b9c34da3037dae1850,0.4935280953564249
0xdc1c5a3d2173d6bcc0d6a62b7e94c00f88ddbae8,0.4912441763783609
0x9a44394ffd96a78d0b5c5b2f5dcff6052c70176d,0.48629621891776204
0x84ecf15af6fec307afeab934b46947967bc02d5f,0.4728270035830658
0x6c7c3806b3cae601b1d99c017e4592753ba8d41e,0.4621978537439215
0xc8728ae130381eb77fc9a8b715564b00e83e19df,0.46091876442249446
0x79b1a32ec97537486e75d99850bd56ecfa09d643,0.44119881867104166
0x7e0a6f814a57e1919f60525294d834b7532476a4,0.43300299534707154
0x9352efb766aa51183245b0d226a440a25284034f,0.40634016101943804
0x42fc62b9e79209b74ef9ee746498242a572e174d,0.4020482855020031
0x60dd456273cbb018c2222621d4c2dc5016e870d3,0.3810389573062618
0x116ceb3d8d258e2a97a1f05c901ef508809f55ec,0.34988451971497203
0x6e868846b2182235c16fd122fcd44739e55a58e4,0.3311136299971177
0x41587094c1ba4463e29e772ae03bf9a132e8809c,0.32336517730482484
0x719f71498a1128765bc941ba56ea3a798b9928d1,0.32214563005815844
0xd3b2a586180c9e306b38848d31e82f9e17d76f0c,0.32053313720856647
0x314847eb3ba8d8fb75745cfb4d9a7ede7ff78a2e,0.3180618235093002
0x6cab818daaf4040476e2489a7ed29ca685ad0623,0.3131123365594302
0x9288d36548b084d0adca9376e7e2c7263ce5426a,0.2999065463903296
0xe6f43a9dc80d833decf722df5d0a2c7e6013ef07,0.29496194061857595
0x78e87757861185ec5e8c0ef6bf0c69fa7832df6c,0.282334209644956
0x9d32f1e7c5ff707e92b4b30937a1e5e2c2de2462,0.278873627377312
0x3ed08a777a1b087f8bc73ca94b14ba64ab8368e2,0.27252338770342993
0x3bb3384e2dbd32bb1f090604002a66838471d893,0.26736025531100693
0xfbdc0e9522c9d8d40438d2c247bfa43dd5915864,0.26070225327325447
0x6f278ce76ba5ed31fd9be646d074863e126836e9,0.25869593514723077
0xa9911182421b6bad13d188914d602f7924de840e,0.25084031637748927
0xd48f1a44e56526e96a983ff750559aa365810d5a,0.2453549640499631
0x19fc37606b5e5744d4de37c776fa12e940d8d803,0.24314769302394393
0xe12261cfcbcc48c6141ea57d349008617b4250fb,0.2386564858414569
0x7c3e70062b922edfd2a22c00866520ef83fcfa1c,0.2339521012876919
0x89a8487860965d053bbddeceff17f43db2bb696a,0.23309032471633925
0x4ab3d7f4c46e511ca09eecdac483e43ed96bd7aa,0.21620282202205218
0x7486a99c9be5088970ed18642f136eef89c1e2da,0.2123322468734113
0xde46215e67d35972f4c880d59969dd08a4c9fa28,0.1892954531698688
0x4ffd0a59a26cb2aa76d403215e4cc2845c053994,0.18735493150517696
0x8dabaf9784bff097de160b1b6f0feea40683a5bd,0.18648098909706126
0x89e10ffc227eb6ab6185a88c7c142a4593d2a731,0.18305074267320934
0x94003c45a74dbe132d45d15a0993caebf55aeb61,0.17264060622051267
0x67243d6c3c3bdc2f59d2f74ba1949a02973a529d,0.1717850053436527
0xb5bfb68b2f40d211338bd5955e2733b9990ecdc9,0.17122355268407155
0xcfb7ab914c8b93391cb5b2ba95fa7239e1ee2bbc,0.1653474851035549
0xab12253171a0d73df64b115cd43fe0a32feb9daa,0.16183666049312379
0x9ffaa816a11a5e36ba911f157cc8d0734cc4ca2d,0.1595132606693002
0xb8ac6ef01a6191c8689ad756b4a41dcad7021390,0.1552867008730182
0xeecff03e43c1666a56aceaf96b52005a30ffa62a,0.15304051470802912
0x348b9ee858d0d88f90d661d92d2e37dd909c0a40,0.1522822965665479
0xcc1a8f2fcef6a0d44c7203653038bd26efcafdb1,0.14019954303776447
0x67720f866caff486f1324aa37f1c223cb2f7caa6,0.13570902535763796
0x4ba85e6e53726ff82d1bf79df9ecc04cecda5aff,0.13550233058951497
0xb28f260d8a63d5d18e4079a77deeac0ffcc1ec02,0.13212123371893858
0xe346ceeef18b731de8c572222fd2da32620cf811,0.12130346920236845
0xe54bee8258a2fe65095516f199034a08c02e35fe,0.11965162622437378
0x2329ce048a60ec65a821dbb44f100f9201249e29,0.11850194062663648
0x56f959355470d4b504dbf24e1bc4453a768bc854,0.11778607245243054
0xc4c64c832652f0a326e67e604f2cf6e6ffdfd928,0.11232231891760949
0x6d83b5e198ef938d63e1160d127c8c5cd0541944,0.10875356028735274
0x512a519a8c6b35b6af39c3a6d219c56ab380da13,0.10737846881055928
0x13417330573374c60f56f4573e4f5a0fa5911614,0.10606755477341008
0x4d8d5a84a33f9e8f1fa033bdc70877368cff124d,0.10271367071477652
0xaa34b1752788eae67fcf368e612f5d1b43f0e575,0.09994158756481512
0x435b7d470767cb121f37dd296b2ac7913fdf5427,0.09751254693264219
0xec01cb780202595ce2fb11225aabfad201b54e0f,0.09192076191816151
0xfdbbfb0fe2986672af97eca0e797d76a0bbf35c9,0.08869085836641932
0x3d68bcbc90d45d2e37bf751cb839b9182049b483,0.08818910886123009
0x0c59785411720c19e4d80e942be60ca7527ef664,0.08729732320795075
0xafd3681ccb0c52d54ade15b2ac346425c8ed0d95,0.08659220846068587
0x48ddde20873f8e9fc9804c0e7ea6797d976519ff,0.08601966217173106
0x0ed26a54d83d0df3ebbbbf6aac003c9af6874870,0.08547495775147868
0xaec9bb8e36fddcbc644b3a77216327834ceb9e15,0.0851122039534338
0x348f13b82eb0ecd0c64304c4870a947d0eafaa54,0.08281055442346211
0xd42627f3aaa1b80160414b329bfe7d6aad770991,0.07618995165645857
0x099c50bee65eecdcd209c38f1207fc334ea5eab1,0.07229807329034159
0xd85c5377ae75553d1fb84c5ecc48cd10ae7603af,0.06861928326056704
0xfcfa4369eaa965ac4e36f1dd9fd2852c6542b0f7,0.06613860487425882
0x79e21f66b9813f7922fd56e14051bbba83eef96d,0.0658750016101779
0x4e6a47b5637832dcb30b6cdb1d438f449f794a93,0.06574124897686547
0x66d1f600b54b9c2576ba45cfd2090ac8e941db2e,0.06381959686797771
0xe420508e4552259b0c550d01cd811d2e2c8d3c68,0.06281886577311155
0xf27e075f6e7ccd46a40d24d1c538538c49a2576d,0.06268907732283513
0x0f980aae6e3f4016e87f1895b87bc2a012a901fb,0.05924128546445568
0xe4701b3c489bd1de2c8ffbdfe9801092859afccc,0.059150403987439905
0x1f1345248892697f730f211d7fb73759ed3a7628,0.05865549347906852
0xf1cd2ff3d38257abe3e9d47c572037b70b972555,0.057290024960320755
0x4a85f1294d4e658d411b8c2543144ee219a39eb1,0.0572051430821126
0x5f96322bafb9b06e33930e68bf8db3f23f83f126,0.05636123081611865
0x4560bb01c2d9af9c22953bce2866309f32976a8f,0.05426474489964532
0xefd67615d66e3819539021d40e155e1a6107f283,0.05229937858059277
0xf3e58ba533e2b420d4eabd5ea08ebfd260903205,0.04932252327154283
0xfb15339d187a76af62698f73d700e1f8536f03bd,0.04774297999744033
0x7e90ed82c8fbd31b7fc2862cba1d98184442d4cd,0.0474043623714001
0x164a8379198a8d7155a1f0eab9baa256078d378e,0.04597458750694326
0xc7348f764e17a598aec05d66b369efa682f55107,0.04372531793406852
0xf5fe364d18f4a5a53badce9a046ba74cfc97f6fb,0.04251250602834036
0xb26b4a4bba425ac28224cfdd45b4bd00c886cc33,0.042076616255909166
0x37e2bbc7b95810b064d80e02ad3421e30f428ef6,0.04070115320979758
0x4650d0c9e3148a8f66af374820aa2eca0a47dad4,0.038696372987072
0xd4d6af5b797a2b1e7285505aa881132e4b38d06f,0.03839683591181158
0xfc98b6ec7f59ea13354bae6171a9120692fb8777,0.03817717064297801
0xb675b49331907ef21f3446a8f12eb22b3291d6fc,0.03733196475196491
0x4f98669f553e4a7a583af3b198cc5bfee6627648,0.03377885273844609
0xe2894fd6ca974d7d248010ac0fa98eaa27ed790a,0.0313910324963979
0xfbc1458c5bdc9db7dd903f26a02b7cf27bed4610,0.027831417944868164
0xaa8a19d6bf655bfa3c448248ad2482d05bab6f98,0.02491728266750882
0xdceb0bb3311342e3ce9e49f57affce9deac40ba1,0.019948791695675004
0xb72e2ddaddebba38a1400d82bbc35213630295b4,0.01943640172194147
0x8c7e6ec8811026d35cb46db298902eee40077329,0.019099874543268103
0x51fb007343726cc4148a8adc9b755179f41d10ba,0.0185921581482427
0x1279ebfab0d7a28d25e28b8c3739ef329b0d25b2,0.017920138985188756
0xbabe61887f1de2713c6f97e567623453d3c79f67,0.017255298072044647
0x8b59a3b006541e4f52b44490cd52c1b722fe569b,0.01725370838280365
0xfc4b2a62a06cb2e1c6a743e9ae327bb16977e4c1,0.0168212636291206
0x35d72b0e9110e41996c8432e8aba470f50c1ca9b,0.016667783644023416
0x60b0fba5b289800743b35ad8be16cddede2bd67f,0.015653399511579687
0x1a564e55752ca06516dd42d7d2f1aff613624c81,0.015397657008902508
0x30438cf64e2e16b87187453c3a6956468eb24fa6,0.015277117736002706
0xf1a2bfb6893d483da4b2a4a3d709054da842f71b,0.013276241801340842
0x1e8b455d2f2091ecb270a773b6b741f7297c8f61,0.013158315235502696
0xb39d022edf05c31e1981f4f4d8137dda9c57cfae,0.012704960252749038
0x6a88c527a065f4ccc4af4ab79d852712f3216ec5,0.01253450071073616
0x98d33aeba642151d5fb53e7966d4a0121093e478,0.012335290003344622
0x08fe2d1e7656c986cef13e8cba9290289050491f,0.011978717214459957
0x09fa38eba245bb68354b8950fa2fe71f02863393,0.009672347771004713
0x327ff7e4bcfa8d37b128731ccaefc935dc591e54,0.008087173658324506
0x7f28517b55f06c7dc7a9db4025d674c77814c1e9,0.007441385712821652
0x4a02cd742904a46e0926cba4d3382ad0403e8fcb,0.007419729542425079
0x3496cc53d6d8650ec936891038e656a85475126b,0.007010709035751363
0x95b9f2f528338b0cdb3f14442837b0e7f05dceec,0.006858418425918253
0xc6404f24db2f573f07f3a60758765caad198c0c3,0.006565609359642543
0x68a4e84fec63e80b3978a69d64a09fd91ab16a59,0.006357174906350851
0x8630fbd88346561a58bf1ad901fb128ea3521925,0.006245739990834458
0xcd133d337ead9c2ac799ec7524a1e0f8aa30c3b1,0.006223187334045035
0x0f11796c594c7bdacf600bbd46f10d2aed2a37b5,0.005865810213427287
0xb76a9909a1465b6606264008b43a90d22a661476,0.005284776236783647
0xfb96e0c2dcaff9d18cb876c26019040c50c242d3,0.005207622036257234
0x5ffe252ef723b2b5938f9da6eeb309c15e965baa,0.004930306939056491
0x721675cc9129bf75935de33fd749f49f7e45b046,0.00493027404659694
0x199d53a6982a6281d0e2169b1c6473e0fb00d741,0.004930259232223556
0x9ce0cb34df508e3f3b5bab1682803befbe333c83,0.004930217915582785
0x17590d2dbb327292d749e4eb06dba4abafd43b47,0.004930191432600733
0x36b9a3040a9ceb1861119206578cf32918213dbf,0.004930153203668759
0x2984331f3c151063cfa4bc47af03d6333d5cf8e6,0.004930138524172657
0xa2e05af8d9271bb0acec0909de1173005cbb05cb,0.004930123780988771
0x657d54c9ac70b83a6d746addf6c6ad43e470fa0a,0.004930108277089037
0x3520891d5bb5d05e959eb1c89797382a9cb2baaa,0.004930089535722467
0x40800f3c6a8685043266567b0e5a6fb703061d6e,0.004667716067199933
0xf90f56afa1dae825db57fc305b2f8f1ccf337531,0.004198197504666069
0x55be98e4097bb40a40535879057be89613a52df1,0.004184124218220703
0xc17532c84a67d245ede1cc9fab907af0c51568c5,0.003583757713040528
0x0d40c5983aa862d979be2a3a803255043ce17740,0.0031264192228818754
0xc4e3ba81991319c98150446aeeb776f23041bdaf,0.0030395475136361476
0x78fb4e1d75fec0af6cdccf8777bffb1324eab37d,0.003032949139837279
0xed8241384a0a5aa41b0756d34427cd6027baa295,0.0025805777465170957
0x7e8416ad4de6e12a807bc3a987ae53b0299c96fb,0.002371911647216595
0x979139e0ae28049ebb83c4171ad90689da5358b5,0.002259619698588895
0x9f2b0cc387b5c1b35791d722958dc28315e87068,0.0018464455630620492
0x65ae75ef8c5e7fdde20eecdb14ec1f7a53258f53,0.0017415191179092318
0x53fb52e88e98d7dd529500b4bb196b7584385db2,0.0016368660967963837
0x3c41c52296979bc23c5b6a092f47f7de4b972a5e,0.0015392543661251728
0x2b1dee0c00322e99775f76b60b5bbb7b04d1dfc3,0.0015388801386800625
0x0a256324b1d9fb59d4c490d93c8d5555f2fe4c7a,0.0014505495440830683
0xce6c0d60a77bd47b33c5dcbddac8c71bf8356639,0.0012732947611948703
0x0aa2516acb0218703eec7f197276e80b3da25c82,9.426944510551934E-4
0x51cf4032480e13e678bd4831e2d4588ac57648ea,6.666271664164085E-4
0x56aa4fb42f77faa81b5ca0d2b3cab33f80899648,2.990625847695319E-4
0x0614e07756390441cb246c886917487840e74f7d,2.2307428775886825E-4
0xea92a75e38227bdb365d9bb3cc1c12026681b9ae,2.1212023491243835E-4
0x0b58857708a6f84e7ee04beaef069a7e6d1d4a0b,2.0067960958965774E-4
0xed5dbc418eb6b7cb330f0df8fdb50a8772b8c4d0,1.679106332189065E-4
0x16f2bf588f35fb80461d1ac5c1641fbae1fddb41,1.0897053545937891E-4
0x0e79d42c4e35c8878e308bf02ddbff57519436af,9.35460700037144E-5
0x2dedeed864baf0728e700696333a79f13a5858e1,4.391153574452305E-5
0xb43a83d239d32c829aa636bf33bfcd38141b8319,2.5348977835306685E-5
0xc6510245a3d961746db4883916d2d600e19f4ff3,2.05603494257971E-5
0xc3edf7cf94c76c14e73a6888c228d37ffeefa1c0,1.8966433791683554E-5
0x4e0a58f7876af2a56ff97afed784a3108d4a54fb,1.5085276875411762E-5
0xbf8641831d15c2701ba122981c3d7a6a2533ea48,1.0346508893852631E-5
0x32660025e6e2071de1b94e99d583648af53bea6d,7.941712284518584E-6
0xded86db976fc9ae590b75d52b53212f586a45db2,6.473935994868263E-6
0x67de6d9bd31f8baf7147a953fc1f42b71b0c9c6e,5.029114691072831E-6
0xe6fe9ff4aa535d278349a6af552b34bacc27e23c,9.929356193805236E-7
