user,avg_balance
0xd142c9cfe2f0bef4c14594358fb65aee1b726d2c,3340.689619210632
0xed99c6929bba505a2f1a65b9ca156a068fab6427,1949.9400570056787
0xa8409c4ca6a3761bc16a2b9d03cebd26ae85416b,250.01337098608937
0x2e6bc6be77ee697844f84052a3839f91c37a3056,184.79950588992926
0x04823fabfa7f0fa5bd84ea284701337ecd8af395,109.23489907343112
0xf895a840f4869c36c4bf518c426d6d0df85546f5,95.2353316180354
0x7f870d1c0e4c7fb4311b2855ed895ef06df26e74,88.54435608316481
0x53811010085382d49ef12bcc55902bbfceb57790,62.39152425391828
0x4c9f7207be28278b9dca129f2e211acfff48fb01,50.62443168664254
0xb84501efe8b7d824329ac9ce76eb5a48372bde22,48.58640179218808
0xb0e83c2d71a991017e0116d58c5765abc57384af,33.28772013896385
0xf32b6e90a3ff5bee0dad681bd488cf9a023d090d,27.44313952190829
0x403d6286841ef002d0b4b2ac731f331b0c1cc7f1,27.353998407478084
0xb8adfee40e1defbb8314d3fec3c622be2f624901,24.943013633511843
0x1a8b1e486daa52c1d2c338e210b5e693ed6a817a,21.982915635543666
0x0152253f84de829a51cf23c32751775705cd4138,21.69341236832547
0xaaac34d30d6938787c653aafb922bc20bfa9c512,20.94611030575458
0x07f0e22e58f1dfdf754a57aa99104d417a13089e,20.43189446923061
0x8cccfa7b9ec9076b76041940d7835bc0a4488c6e,18.850603183061885
0x4ffad6ac852c0af0aa301376f4c5dea3a928b120,17.08569187645869
0x7aa1fed31ff356dba66f551c232b5770442b41aa,12.102655900195462
0x79c4213a328e3b4f1d87b4953c14759399db25e2,11.458069273431837
0x4d30484c796162e9f933a9edd4981f4aa808d3c6,11.373713592844807
0xaafdd768fa83ef7af0e19707f2be9d1db1924766,10.36324245549259
0x616964aa4652812da73a8ca0cd9b1f0fac5b49e5,9.40190812186512
0x9412fecb99d0b8e95631596bff2a927e1f9fbf70,9.09920939538184
0xe2b52fc1ad49b93f85c45315ecbad740f17b0e8e,9.075523195441965
0x4d26f0e78c154f8fda7acf6646246fa135507017,8.471308489409315
0xb74125df13cb9194d93d8b62e0db30352f2b8001,8.049324395347693
0x232b6c1e6c6f4bde57c6de8b5526ae4e324f96ee,7.940973759798628
0xa11109126af2c5904fdc5b6203108fef5770e85e,7.673786310348399
0xf212ce21a97dbe30999a4c2b309d278bccbb686a,7.537777797963527
0x1adcf07389b1f6605c44a7683c50a5243829a92c,7.275781048603966
0x61b01a33aea3e827b3941ab097778bd3fa48a332,7.220952254172926
0xcd1d238435ba76e0a10270865ddfe0a4de11923c,7.122924299671855
0x436bb9e1f02c9ca7164afb5753c03c071430216d,6.43243222465981
0x5c1b560c7a30483cf434b3e4cc1338af52df4c8b,6.266248633652634
0x6fde7365bb2c917f8fa5abf9b0bda079b264304d,6.0378668319741635
0x9ffe669c32ced95a688f381ce85f82b71ad7bb73,5.433743100268373
0xffd7fd0b03b42f12c2079d2717f504fae5597e56,5.211797716196751
0x15bdd87fe60e212c150d18d205766bda86350152,4.900701792285465
0x3eedb85da27cac4ec83ab5a8a38f18b0edbc7042,4.72443245493624
0x166e58ea56399d5809fffe195196554e9934bff7,4.6786528394196525
0x1887827268d3bba90144a8d322a1415e88f05b67,4.3082489242255795
0xe51c270dfded5313e232ab39fd03b93aba0137fd,3.832522524099362
0xc5bcc6c6da4996f1351d2f51c9570b5f60821c8f,3.6622334784323316
0x1f2001c036dc4959d8f8db18c15c2d7cec1cf6a4,2.886634330744011
0xc7f4cdb175b1885e95b8f49ccbbd3f929ab7d1ba,2.848038308004547
0xa3de09838772579e502f1b61be53a6b988f4d554,2.3849189137356013
0x38bca3a2678632b0a52c381010ca0b39ef202723,2.3714712122521755
0xb6ddb62771ce01787d6c7e020af3cbb882e4230d,2.2882336285792255
0x8c95638ce53c630f600667b5c21fba12885ba042,2.250388611121544
0x297af5eb8fbc5f921d23d165ce772582efb38eee,2.1877231043192666
0xc3e15e648ac0449181c078e98b25c5ec45237320,1.9734837332832182
0xf2da34a196b739811a593c9fc434f23e099a03d1,1.8820740731856034
0x62365e0af7b6a188d063825afa3399ba0b5aa7cd,1.840011448113903
0x935015f87ddb65fe5c26a42a85d1abfcd9543ad2,1.8253564548245877
0x6eabe04636a21156a56bb3ce4096ce49dbc280ed,1.7774776241340222
0x69d962a66e5bfff0875cb7a6345be283bc6437d2,1.7458869577457365
0xfbf784c8178df8857fde1b4b1e14870fd345f693,1.723383646205796
0x68b5d2b865da2c90f05e10c62ade13edc4461708,1.7022739898683799
0x0930a3c829a7d1a76e85a7ab7366908a0a20829d,1.6391628741003033
0x3b40cade0a3fbabfb5287fcb38392b9cbcce90c5,1.6143714977708121
0x75528bf6ed683b0ea4823a26d60c4711d6e2f3ec,1.6070932759588024
0xf5797979defb2f7e18ef1d350a4e0ec293b79213,1.5689170413845395
0x851f66e2b1fd9c914a12b751ea8bcfc847a90102,1.5580827468446357
0xb8b0cc3793bbbfdb997fec45828f172e5423d3e2,1.5007024875271646
0x225509847509f66c9bd49cda9714f481a3a6200e,1.3855846270722736
0x2d8ea9bcf57a8456085947ab4752f3f9104fc7db,1.2928819086072285
0xad1a74a31b00ed0403bb7d8b11130e30ae15853c,1.2768573022120897
0xe22477e3cbd246214ed15298352500f14de10e5e,1.2323055099217306
0x743d7b30661d65b41960bf6b5d1bb93cf7972a73,1.1402311630849962
0xdf632ea5ba8283488aae8538e17a2f802243a61a,1.0952810340519974
0xa1a153cdf49b83f8beaf6afed7a27b7d0a37174e,1.0740730390431892
0xcd2c1e27cb06317bd72034ebe670c35ad6f898c7,1.0300232731487682
0x98289029b0d4bb73ead9eb1a3300ed724fcf6779,1.013410041898671
0x3220f925b486659efbd119147824d3f5adccd1b5,0.8339556339706821
0x1c85d6ae1336d0e4e3f165bbfa9641bfa04cedb1,0.8255558882711289
0x2c9bdd583e515eb958cb60ffe663b3acf16412d5,0.8219994936272439
0xd00fcd747059d19d759c16a70e068cac4f065906,0.8091938344773267
0x38daea6f17e4308b0da9647db9ca6d84a3a7e195,0.7620297572050229
0xdf4aff80ab78dd842c3d3daea17661ed257476ed,0.7476263824679165
0xe83946266e7b9e5711c20ef033f886a2ffb0916c,0.7319206063975671
0x8fb20c72139b2a971ab814503d61111349f8cc78,0.6867087387710794
0x876b71aa426fad5127910d3cc792e818b8229cf1,0.6828872460411132
0x4e331da3a462b70d165eb2055f6d5027944f6085,0.6816636130515982
0xf163b1bc201ed58b14964a7fb91a50642e3fbf71,0.6575195671085734
0xc0d74ebbf331ec055955b7db94e44cc2b3bea439,0.6259510230088509
0xa1b39e97080b110b3517f2deddcc4b2b92102c9d,0.603714911029746
0x72430cfc6cbead96b2ef218ce6791a394fb50bbe,0.6025584965579177
0x8d5fe65f1e78244972af4106cdf8e559247491ae,0.5894283228254691
0x92a0b2c089733bef43ac367d2ce7783526aea590,0.5553180450522248
